n,Algorithm A (ns),Algorithm B (ns)
3947,5900,8639300
3948,6000,8169100
3949,5800,8416300
3950,6200,7742600
3951,5900,8574900
3952,6100,8128800
3953,6100,9628000
3954,6100,7462500
3955,5900,8266200
3956,6100,7550000
3957,5800,8840000
3958,5900,7492400
3959,5700,9392100
3960,6200,7413300
3961,5800,8739500
3962,6300,9269500
3963,7300,8558400
3964,6200,8728800
3965,11700,8606000
3966,12300,9865800
3967,6600,8714900
3968,12400,8524400
3969,6200,7733900
3970,10100,9026500
3971,12300,7873800
3972,6100,8170900
3973,6600,8034500
3974,6600,8455900
3975,6300,7787100
3976,6100,8798100
3977,12500,8448100
3978,6000,8497300
3979,6200,7904900
3980,6400,8954800
3981,6600,8479000
3982,22800,8290100
3983,6200,8326000
3984,6500,7977300
3985,6000,8009800
3986,6400,10144900
3987,6800,9718500
3988,6400,12317000
3989,7000,8654400
3990,6400,9714700
3991,6600,12721400
3992,7000,8184200
3993,13200,8872700
3994,7200,7797000
3995,12300,7864200
3996,22100,8816200
3997,6500,8396700
3998,9600,8045400
3999,6100,8117600
4000,12600,7759600
4001,5900,8242900
4002,6300,8088800
4003,6300,8401000
4004,6700,8702400
4005,6200,8960000
4006,6200,7626600
4007,6300,8216700
4008,6200,8458100
4009,6100,8665600
4010,6200,8112500
4011,6500,8754100
4012,12400,8209000
4013,6100,8917500
4014,6200,7714500
4015,6100,8488400
4016,6200,8172400
4017,6100,8705000
4018,6100,7489600
4019,5800,9311200
4020,11900,7336900
4021,5800,8955800
4022,6200,7366600
4023,5900,8596900
4024,27600,7303700
4025,5700,7834100
4026,21600,7539100
4027,22300,10601200
4028,6300,9159900
4029,6700,10603000
4030,8400,11527600
4031,12400,9272600
4032,7200,8151100
4033,6100,8658000
4034,6800,11177100
4035,24700,12253500
4036,6200,11151100
4037,6700,9668500
4038,6200,9873100
4039,6600,8246800
4040,6100,10517000
4041,6100,7526700
4042,6800,9328200
4043,6000,7742800
4044,6300,8085700
4045,6200,7773800
4046,6100,8766800
4047,6000,7648700
4048,6100,8183500
4049,6000,7671000
4050,21600,8217400
4051,6200,7727200
4052,7700,8392400
4053,6000,7527200
4054,6700,8053500
4055,21600,7644800
4056,6400,8702800
4057,6100,8531000
4058,8000,9591800
4059,6200,8796300
4060,6100,7279000
4061,5800,9277500
4062,6300,7565000
4063,5900,9414200
4064,21700,8141200
4065,6700,9075700
4066,6200,7856000
4067,5900,8638500
4068,6000,8084100
4069,6000,8834300
4070,12100,7662000
4071,14900,8469400
4072,6100,8016600
4073,5900,9645100
4074,6000,7745500
4075,5700,9417500
4076,6300,7460500
4077,21500,9287700
4078,6500,8603100
4079,6800,8922200
4080,6400,8810800
4081,6900,8403700
4082,6400,10653600
4083,7900,7827000
4084,6100,8673400
4085,6200,7665500
4086,6400,9142000
4087,6200,7938700
4088,6200,12663600
4089,6200,10368700
4090,7500,7721600
4091,6400,8837700
4092,7200,8933900
4093,6100,8883300
4094,13000,8125500
4095,6300,10937800
4096,6400,8193300
4097,6800,10286300
4098,11300,9031000
4099,8000,8639400
4100,6200,11045100
4101,6200,8969200
4102,7000,11441300
4103,6300,9278500
4104,6200,8933300
4105,6200,10107700
4106,6400,8032300
4107,6600,9867200
4108,6400,9337000
4109,6700,8239300
4110,6000,8605800
4111,7000,8846300
4112,6500,8681600
4113,6300,8304600
4114,6600,8815000
4115,6200,8130900
4116,6100,8710800
4117,6500,7862300
4118,6200,8430600
4119,12200,8321600
4120,27900,8505600
4121,12500,7965100
4122,6500,8431300
4123,6800,7829300
4124,28500,10446400
4125,7100,8591200
4126,6300,8286800
4127,6000,8876000
4128,7000,8478300
4129,6700,8742500
4130,6200,7531800
4131,6000,8846400
4132,6000,7443500
4133,5900,8554100
4134,6000,7680900
4135,5700,8255300
4136,12100,7548800
4137,6100,8907600
4138,6000,7582300
4139,5900,9189400
4140,12300,7355800
4141,11700,8926400
4142,6000,7477400
4143,27500,8446700
4144,6000,7707800
4145,6300,8999600
4146,5900,7418600
4147,5800,8864700
4148,7800,8455300
4149,5900,10179000
4150,6000,9146600
4151,6600,10707000
4152,23300,10819600
4153,6400,9511400
4154,19900,11435100
4155,6500,9202300
4156,6400,7741800
4157,6100,11323500
4158,6700,10800500
4159,8000,11319900
4160,7000,11917400
4161,6400,11077100
4162,7200,10853500
4163,6400,10382100
4164,6200,9518900
4165,6700,8531200
4166,6200,8989200
4167,6400,8598800
4168,12300,8722600
4169,6100,7824100
4170,6100,8782200
4171,6300,7802700
4172,6000,8652100
4173,6200,8627100
4174,13700,8749000
4175,6300,9434700
4176,7100,9358500
4177,12500,8264800
4178,8000,8158900
4179,11800,7788900
4180,16500,8399700
4181,12000,8078000
4182,6200,8651700
4183,6400,8293100
4184,6400,8232600
4185,13100,8036100
4186,6300,8584800
4187,6700,9010800
4188,7100,7937700
4189,6600,10144000
4190,6500,10391700
4191,8900,8181800
4192,6300,8031500
4193,6800,8339900
4194,6500,8289700
4195,7000,8995100
4196,6300,8911300
4197,13800,8835300
4198,6600,8596900
4199,12800,7748600
4200,6200,8017000
4201,6400,7822800
4202,13500,9434900
4203,6600,7837400
4204,6000,8507000
4205,6800,7815400
4206,6100,9544300
4207,6200,7888700
4208,6200,8197100
4209,6300,7862300
4210,6300,8485700
4211,6200,8357100
4212,6300,8745000
4213,6200,8254400
4214,6100,9386700
4215,6800,7822800
4216,6300,8808400
4217,6900,8248600
4218,6700,8138900
4219,6200,7598500
4220,7600,8892000
4221,22000,8695700
4222,6200,7921900
4223,6100,8691800
4224,6200,8369500
4225,6100,9291400
4226,6300,7719200
4227,6000,7783300
4228,6100,8164600
4229,6100,9360800
4230,26300,7980000
4231,6100,8999800
4232,6300,7769800
4233,6100,8471000
4234,12900,7656900
4235,6400,8392100
4236,6000,7967500
4237,25900,8607200
4238,6300,7752800
4239,26300,9230200
4240,6200,7641600
4241,5900,8431200
4242,6300,8110000
4243,6200,8112000
4244,6100,8055400
4245,6600,8441900
4246,6400,9384400
4247,9600,9051700
4248,6700,9737900
4249,30700,8006400
4250,7400,10746100
4251,7900,8763400
4252,6000,9521200
4253,6200,8258200
4254,7900,8798500
4255,6200,8591100
4256,6400,8151200
4257,12600,8627300
4258,13100,8793500
4259,7900,8783500
4260,6100,8088400
4261,6600,12189200
4262,6400,9164000
4263,26800,8206500
4264,6200,7914000
4265,7200,8556800
4266,6200,8581900
4267,7600,9213800
4268,6100,8867500
4269,6100,8000800
4270,5900,9330500
4271,6200,7588500
4272,11700,9565400
4273,6300,7414900
4274,12200,9819000
4275,12000,8250100
4276,6200,8622900
4277,6400,8419600
4278,21600,9189300
4279,6200,8379500
4280,6400,8231500
4281,6100,7628100
4282,6300,8430000
4283,6000,8269300
4284,6900,8402700
4285,11900,8607400
4286,6400,8787300
4287,6400,8301300
4288,7700,8564800
4289,6300,8708600
4290,6400,10455500
4291,6200,8628500
4292,6100,7463500
4293,5900,9836800
4294,6200,7602400
4295,6000,8767300
4296,5900,7543800
4297,6000,9854000
4298,6200,8153700
4299,5900,7908200
4300,12000,7668300
4301,6700,9049400
4302,13200,8152700
4303,6400,8461600
4304,6200,8086800
4305,12300,7663500
4306,6100,8449400
4307,6800,7939200
4308,6000,9371900
4309,6200,7776600
4310,6100,8812400
4311,6500,7752000
4312,6300,9589600
4313,6900,8419300
4314,7000,10521300
4315,6500,9751300
4316,7800,9942600
4317,6900,9667500
4318,6600,9952400
4319,6600,11091400
4320,12900,12678000
4321,6600,11715000
4322,6600,9695500
4323,6600,13440600
4324,7000,12387300
4325,6500,9310200
4326,6200,10232300
4327,7300,9120600
4328,8100,9487100
4329,6400,11315200
4330,6600,8701600
4331,6200,11011200
4332,7300,10342900
4333,7100,14514000
4334,6900,8639400
4335,6300,9194200
4336,7900,7674200
4337,6100,9087700
4338,6200,7797700
4339,5900,10591300
4340,6200,12630000
4341,6600,8734400
4342,6400,9172500
4343,6500,8483500
4344,6100,8799000
4345,12400,7739500
4346,6000,9567900
4347,6200,7991000
4348,6100,8592900
4349,6200,8384100
4350,6500,8508300
4351,6200,7685300
4352,6300,7978300
4353,5900,8479800
4354,6500,8052400
4355,36500,8818500
4356,8700,8370900
4357,7300,8491900
4358,6700,8269800
4359,6400,8834800
4360,6500,8386600
4361,6500,8380300
4362,6600,8327500
4363,13100,8320700
4364,13100,9093100
4365,6200,9533700
4366,7000,8793800
4367,6300,10467400
4368,6300,9027500
4369,9700,8583500
4370,6200,9446700
4371,6200,8448500
4372,6300,9676300
4373,6500,8004400
4374,6000,11179000
4375,6200,9086700
4376,6800,8070300
4377,6200,8776400
4378,6800,9448400
4379,6200,9209700
4380,6500,8610200
4381,6200,8526600
4382,6200,8290900
4383,6200,8956100
4384,6300,8084300
4385,6100,9090500
4386,7700,8803100
4387,26600,8041200
4388,6200,7798700
4389,6800,8290700
4390,6000,7588700
4391,12800,11531900
4392,6200,8507700
4393,6200,7698200
4394,6100,8453300
4395,6400,9330600
4396,6100,9782400
4397,6800,9570700
4398,7300,9308300
4399,6700,8200200
4400,6700,15029400
4401,7600,9654700
4402,6200,9484100
4403,7100,8181900
4404,6100,8499400
4405,6600,7533900
4406,5700,8973300
4407,6300,7733000
4408,8300,8390600
4409,7100,8475800
4410,6800,12917600
4411,6000,12312700
4412,6200,7741100
4413,12300,8364300
4414,6100,8711700
4415,6100,8752100
4416,6100,7891200
4417,6200,9012800
4418,6300,8410900
4419,6600,8283400
4420,7000,8457200
4421,6600,8633400
4422,6400,7467600
4423,6200,9068700
4424,6200,7532900
4425,6200,8463900
4426,12500,8067500
4427,6500,8502700
4428,6200,8046700
4429,6300,7999200
4430,6100,7779600
4431,6400,7956600
4432,12500,7958000
4433,6100,12846700
4434,6400,9418900
4435,6400,7502900
4436,12600,8514300
4437,6800,8338700
4438,6200,9989500
4439,6200,7944300
4440,6700,7751300
4441,6100,8146500
4442,6300,8407500
4443,6500,8353200
4444,6200,8453700
4445,6200,7925800
4446,6400,8179300
4447,21800,8784700
4448,6600,8252400
4449,6300,7869500
4450,7800,7885700
4451,6300,7923000
4452,7300,8530700
4453,6100,8332700
4454,6100,8235400
4455,6200,8382300
4456,6700,7802700
4457,6100,8453800
4458,6300,8398500
4459,5900,7981500
4460,5900,7579200
4461,6000,10440000
4462,6300,8011700
4463,28000,8538600
4464,6300,7594600
4465,5900,9328500
4466,12100,7666600
4467,5800,8612000
4468,6100,7337800
4469,5800,10213800
4470,6200,7569400
4471,5800,7836600
4472,6100,7419900
4473,5800,9270200
4474,6000,7509700
4475,21300,9275100
4476,21400,8152000
4477,6200,8752000
4478,6300,7753900
4479,28400,7797600
4480,5900,8155700
4481,22300,9769400
4482,6200,8112500
4483,6600,8812300
4484,6400,8654400
4485,6500,7867800
4486,6400,7860600
4487,5900,8380500
4488,6300,12056800
4489,12600,8611400
4490,6400,10090100
4491,6600,7754200
4492,6100,8149000
4493,6300,7538300
4494,6200,8391000
4495,5900,7450800
4496,12500,8611000
4497,6100,7277300
4498,5700,12294600
4499,6300,8996500
4500,6200,7587400
4501,5800,9176600
4502,6000,7353700
4503,6200,8450700
4504,6200,7429200
4505,5800,8255900
4506,6100,7586200
4507,12200,9553200
4508,6600,8508800
4509,6100,9436800
4510,6100,8709800
4511,12200,7998200
4512,27400,7875200
4513,6000,8879300
4514,6000,7661100
4515,6100,8347700
4516,6100,8244400
4517,6300,7823200
4518,5900,7541600
4519,5800,8801900
4520,5900,8182000
4521,6400,8370300
4522,7000,8610800
4523,6900,9672000
4524,6600,9204800
4525,7000,8009900
4526,6200,8493200
4527,6300,7987700
4528,6300,8108000
4529,8700,7850500
4530,6400,9744300
4531,12400,7289800
4532,6100,8549500
4533,7200,7494900
4534,12000,8479300
4535,6100,7573700
4536,6300,8394400
4537,6100,7437300
4538,6100,8990000
4539,6400,8442500
4540,6300,10258700
4541,7200,9962900
4542,6700,13083800
4543,6200,13433100
4544,6000,8677500
4545,6800,8350100
4546,6300,9439500
4547,6200,8009400
4548,6100,8388600
4549,12800,7702900
4550,12300,7948900
4551,6100,8353700
4552,6000,8554200
4553,6500,7413200
4554,21100,9225900
4555,6300,7499100
4556,6000,8079000
4557,6000,7501400
4558,5900,8725300
4559,6200,7379000
4560,6000,8481700
4561,6300,7473200
4562,5900,8968700
4563,12500,7554500
4564,6000,8711200
4565,6300,8382400
4566,6000,8099600
4567,6000,7608300
4568,6000,9793500
4569,21700,8407700
4570,6600,8816500
4571,6100,8123400
4572,7200,9526900
4573,6400,8293800
4574,6400,8076700
4575,6100,8854300
4576,7000,8075800
4577,6100,9140400
4578,6900,8093000
4579,6300,9305800
4580,6100,8637900
4581,6200,9067400
4582,6300,7855500
4583,6000,8586300
4584,6200,7466300
4585,5900,8677500
4586,5900,7631900
4587,5900,8994100
4588,6000,7325500
4589,5800,7845800
4590,6000,7299900
4591,5800,8893100
4592,6000,7446700
4593,5900,9540600
4594,6100,7482100
4595,5800,9563600
4596,6100,7473500
4597,5900,8897400
4598,6000,8220700
4599,5900,8449000
4600,6100,7542700
4601,21600,8152100
4602,6000,7981700
4603,6200,7683900
4604,11900,7660500
4605,5900,8664100
4606,11900,8034300
4607,6100,8210800
4608,8100,7427800
4609,5900,8460800
4610,26900,8116400
4611,6300,8865700
4612,6300,7552600
4613,8100,8990300
4614,6100,7544300
4615,20300,8845100
4616,6000,7568000
4617,11900,8881700
4618,6500,9341400
4619,11800,8076500
4620,6200,8703400
4621,8600,7421400
4622,5800,8072200
4623,6400,7638500
4624,5800,9345700
4625,6000,7390400
4626,6100,8703000
4627,6100,7340400
4628,5800,9799400
4629,6100,7634000
4630,6000,8712700
4631,6000,7414800
4632,5800,9268000
4633,6200,7575300
4634,5900,8596500
4635,11900,8039600
4636,6000,8250300
4637,6400,8285700
4638,6200,8634800
4639,8400,7886600
4640,6100,8554200
4641,6200,7880400
4642,6200,8060500
4643,6000,9348800
4644,6600,10370900
4645,6900,11433400
4646,6900,10620500
4647,10400,12479700
4648,7000,11658200
4649,6700,12638900
4650,6800,11388000
4651,6800,10184500
4652,6500,11194800
4653,6900,12657800
4654,8000,11545100
4655,7600,14123500
4656,6800,12306700
4657,7000,11860200
4658,18100,9864400
4659,7600,11605700
4660,7100,8575200
4661,6800,10163200
4662,6800,8630700
4663,6800,8295700
4664,13000,8149100
4665,6800,7889900
4666,8300,7981100
4667,6600,8081400
4668,6800,8334400
4669,7700,8395600
4670,6500,8022200
4671,6900,9762600
4672,6800,9026400
4673,6500,8428200
4674,6700,9294400
4675,9100,8427900
4676,7200,9166200
4677,8200,8195100
4678,6400,8394200
4679,6400,7720500
4680,6300,8137200
4681,6400,7699900
4682,6100,8314500
4683,6200,7665000
4684,5900,8597700
4685,6200,8363800
4686,12100,8509600
4687,6100,7708100
4688,6000,8381600
4689,6200,7529200
4690,8700,8835900
4691,6000,7945600
4692,6500,8489900
4693,6200,7753200
4694,6200,7806000
4695,5800,8219800
4696,6000,8970100
4697,6000,7656500
4698,6100,8058200
4699,19100,8307400
4700,6200,7879600
4701,5800,7830900
4702,6200,8386700
4703,6200,7949600
4704,13200,7696400
4705,6300,7931300
4706,6000,8812600
4707,6300,8038700
4708,6200,8293800
4709,6000,7600700
4710,6100,8901800
4711,6700,8485800
4712,25800,7806100
4713,6100,7282500
4714,19100,9245800
4715,6000,7505400
4716,25100,8784900
4717,6000,7844200
4718,7100,8740100
4719,5900,7818000
4720,6400,8537200
4721,6000,7504900
4722,6600,8525700
4723,6000,7576200
4724,5800,8648100
4725,6000,7993400
4726,6700,8299400
4727,6100,8243100
4728,9100,7635400
4729,5900,8796200
4730,6000,9119500
4731,6400,9770700
4732,19800,7614900
4733,12800,9002900
4734,6800,7856900
4735,6000,9572900
4736,12400,7807600
4737,6100,8697500
4738,6100,8908200
4739,6300,8145600
4740,6500,9696900
4741,8500,8772000
4742,6900,9886900
4743,6300,8241700
4744,6300,8283500
4745,6500,8078500
4746,14300,9012800
4747,7200,9290900
4748,19500,10233700
4749,6600,8520900
4750,6600,11603700
4751,8500,13104500
4752,6600,12585500
4753,8900,9732800
4754,6700,13631500
4755,7300,12623000
4756,7800,12635900
4757,13500,11108000
4758,7300,12688800
4759,14700,16482200
4760,7000,12278700
4761,7800,12244200
4762,8800,8544300
4763,8600,10305200
4764,6500,7814100
4765,6500,10902100
4766,6500,12199300
4767,6800,9446100
4768,12700,9589100
4769,6400,8264900
4770,14400,13218100
4771,6600,12333300
4772,13600,8297200
4773,7400,8506300
4774,13000,10539200
4775,7200,14317700
4776,6800,8127500
4777,6300,9425400
4778,6200,7673500
4779,6000,8624900
4780,26000,7528200
4781,6000,9056700
4782,6100,7475200
4783,6600,14669200
4784,26300,10771400
4785,6300,8365300
4786,6100,9012200
4787,6200,8028800
4788,12400,11193200
4789,21500,11220200
4790,6200,7976300
4791,12800,9432800
4792,6200,7927000
4793,6100,8791100
4794,12400,8862400
4795,6300,10261000
4796,6700,11148400
4797,6200,9736300
4798,12900,9655300
4799,6700,8299300
4800,7800,14729500
4801,7500,13644600
4802,9000,11752600
4803,6900,12138000
4804,6900,8834600
4805,6600,12412000
4806,6500,10339400
4807,7800,11067000
4808,6600,9569900
4809,6400,8607700
4810,6200,12334700
4811,6400,10364000
4812,12700,8413100
4813,6700,8857100
4814,6100,8971800
4815,13200,8919000
4816,12500,7976000
4817,6900,11753000
4818,6200,9160500
4819,6300,8761300
4820,6200,8895600
4821,7400,8175300
4822,6000,8056200
4823,6700,7545600
4824,5800,9312500
4825,6300,7675600
4826,6100,9112800
4827,6200,7463100
4828,5700,9371200
4829,6300,7643200
4830,6500,9241400
4831,22000,10359200
4832,7200,10530700
4833,6800,9241500
4834,6600,12645100
4835,6200,8436300
4836,6400,8783900
4837,6500,7796700
4838,6100,8402200
4839,6100,8457500
4840,21700,9709900
4841,7000,8515000
4842,6100,9135900
4843,6200,8284400
4844,6600,9187100
4845,6400,9365700
4846,6800,8890400
4847,6600,10158700
4848,7600,9508100
4849,12800,10671500
4850,7100,10474400
4851,6400,8714600
4852,6600,11370200
4853,7000,10077000
4854,6900,11152000
4855,6900,9740100
4856,6200,7529100
4857,5900,8915700
4858,6300,7606900
4859,6500,11439100
4860,6400,9220000
4861,7600,9922100
4862,7000,11476200
4863,6400,8409200
4864,12600,8053700
4865,6400,7897000
4866,6300,9355200
4867,6200,8628600
4868,6200,8359500
4869,6700,8046200
4870,6400,8683200
4871,6200,7843800
4872,6800,8460500
4873,6100,8215000
4874,7200,8896400
4875,6500,8569000
4876,6400,13416300
4877,6600,10757200
4878,6300,9182400
4879,6500,7597400
4880,6000,8634800
4881,6300,7650300
4882,15700,8480300
4883,6300,7590500
4884,5900,8596600
4885,6100,7510700
4886,5900,9819400
4887,6400,7712200
4888,6100,9220000
4889,6200,7896700
4890,6100,8789800
4891,12400,8223700
4892,6300,8853900
4893,6200,7533200
4894,12200,10641900
4895,6500,8558900
4896,6200,7645600
4897,6400,8225800
4898,6300,16477800
4899,7100,8329800
4900,6600,8121600
4901,7200,8675500
4902,6200,8419100
4903,12500,7838900
4904,6200,9563100
4905,22100,7770900
4906,6200,8664200
4907,6300,7545500
4908,6500,8853000
4909,11100,8548800
4910,6700,9098900
4911,6700,7918800
4912,12500,9030900
4913,6200,7804200
4914,6000,8807600
4915,6100,7731300
4916,6000,8622200
4917,6500,7634200
4918,6000,7875800
4919,5800,8401600
4920,6000,7506300
4921,11700,7480300
4922,12700,8636000
4923,6100,8542700
4924,6000,8613300
4925,7200,10216800
4926,22700,7980700
4927,8900,9651100
4928,6400,8248200
4929,6600,9512200
4930,6200,8399100
4931,6300,9792800
4932,12700,8551300
4933,6400,9056700
4934,6400,9553700
4935,7400,8982700
4936,6100,8923100
4937,6100,8023200
4938,6400,9604900
4939,21600,7640000
4940,6100,9051300
4941,6300,8048100
4942,6300,8652300
4943,6300,8028000
4944,6000,8927500
4945,21600,7639000
4946,6100,8808700
4947,6100,8831500
4948,6300,8006400
4949,6000,7492900
4950,12700,8613600
4951,6100,7866700
4952,6500,8139900
4953,6200,7828500
4954,6400,9179500
4955,6700,8074000
4956,6300,8520200
4957,6300,8277700
4958,12300,10152800
4959,6500,9033000
4960,12400,7971000
4961,8400,9085300
4962,6200,7785100
4963,7700,8449400
4964,6300,7666900
4965,6000,9575700
4966,6200,7686500
4967,21800,8751600
4968,6200,7996800
4969,6200,8666100
4970,23700,7624900
4971,6000,8917500
4972,6400,7888500
4973,6200,8727800
4974,6200,7969200
4975,6100,8671700
4976,6400,8441600
4977,7500,13236800
4978,6900,8673800
4979,6300,7850100
4980,12700,9388000
4981,6200,8178300
4982,12500,9210400
4983,6200,9113200
4984,6100,8996600
4985,6400,8163700
4986,6300,8088400
4987,6100,8419600
4988,12300,8580400
4989,12900,8939700
4990,6200,8690300
4991,6500,9666500
4992,7600,9012000
4993,8600,13139500
4994,24000,12945700
4995,16400,9726100
4996,6700,10693500
4997,6200,12566500
4998,6400,12383400
4999,23900,9951200
5000,6100,13148300
5001,6400,11645200
5002,6200,7760200
5003,6100,10201500
5004,6600,8298500
5005,6500,8791500
5006,6100,8489300
5007,12500,8929600
5008,6100,9014900
5009,6700,7602700
5010,5900,8418600
5011,6200,7545000
5012,21200,9146900
5013,5900,7697100
